fecha,titulo,sumario,enlace,fuente
20/11/2024,"""Todavía no cumplimos el objetivo que todos queremos"", dijo el paraguayo Almirón","El jugador de la Albirroja fue autor del primer gol ante Bolivia, en el estadio de Villa Ingenio, donde hubo empate a dos goles por lado",https://eldeber.com.bo/futbol/todavia-no-cumplimos-el-objetivo-que-todos-queremos-dijo-el-paraguayo-almiron_391895,eldeber
20/11/2024,Paulo Silva presenta su colección Dataísmo ,"Lleva sus modelos a desfiles en Miami, Guayaquil, Córdoba y St. Malo, en Francia.",https://eldeber.com.bo/para-ellas/paulo-silva-presenta-su-coleccion-dataismo_391884,eldeber
20/11/2024,GV San José salvó de forma dramática un empate (2-2) en casa ante Aurora,"En partido reprogramado de la fecha 20 del torneo Clausura, los santos y el equipo del pueblo protagonizaron un emocionante partido en el estadio Jesús Bermúdez ",https://eldeber.com.bo/futbol/gv-san-jose-salvo-de-forma-dramatica-un-empate-2-2-en-casa-ante-aurora_391893,eldeber
20/11/2024,Defensoría del Pueblo reveló trato cruel a exmíster en hospital público de Tarija ,"La Defensoría del Pueblo observó un trato cruel a Marcelo Ostria, exmister de Tarija, por el uso de un grillete en su tobillo derecho en el hospital San Juan de Dios, donde se encuentra en estado crítico",https://eldeber.com.bo//defensoria-del-pueblo-revelo-trato-cruel-a-exmister-en-hospital-publico-de-tarija_391890,eldeber
20/11/2024,"Persiste pronóstico de lluvias, pero con altas temperaturas para el fin de semana",Se prevé que este miércoles concluya con una temperatura de 28°C,https://eldeber.com.bo/santa-cruz/persiste-pronostico-de-lluvias-pero-con-altas-temperaturas-para-el-fin-de-semana_391888,eldeber
20/11/2024,Tenistas bolivianos fueron eliminados del Challenger de Sao Paulo,"Juan Carlos Prado quedó fuera de carrera en la modalidad singles, mientras que Boris Arias y Federico Zeballos dijeron adiós en dobles",https://eldeber.com.bo/tenis/tenistas-bolivianos-fueron-eliminados-del-challenger-de-sao-paulo_391887,eldeber
20/11/2024,"Remesas hacia Bolivia caen 10% a septiembre y se prevé que no superen el monto del año pasado, de $us 1.400 millones","Las remesas durante esta gestión han reflejado una tendencia relativa a la baja, dada que la situación económica de los compatriotas en el exterior no es de las mejores, y a la coyuntura volátil y de incertidumbre en los países donde radican y trabajan",https://eldeber.com.bo/economia/remesas-hacia-bolivia-caen-10-a-septiembre-y-se-preve-que-no-superen-el-monto-del-ano-pasado-de-us-1_391885,eldeber
20/11/2024,Cine Center dona dos camillas plegables para ambulancias del hospital San Juan de Dios,La Gobernación recibió el equipo de parte de la empresa,https://eldeber.com.bo/santa-cruz/cine-center-dona-dos-camillas-plegables-para-ambulancias-del-hospital-san-juan-de-dios_391883,eldeber
20/11/2024,Unos 7.000 policías resguardarán final de la Copa Sudamericana en Asunción,"Racing de Argentina y Cruzeiro de Brasil definirán el título de la edición 2024. El duelo está pactado para el sábado, desde las 16:00, en el estadio General Pablo Rojas",https://eldeber.com.bo/futbol/unos-7000-policias-resguardaran-final-de-la-copa-sudamericana-en-asuncion_391882,eldeber
20/11/2024,Avengers: Secret Wars será el puente hacia una nueva era de mutantes,"Kevin Feige, presidente de Marvel Studios, adelantó que Secret Wars será el puente hacia una nueva era para los mutantes, consolidando su papel dentro del MCU",https://eldeber.com.bo/geeked/avengers-secret-wars-sera-el-puente-hacia-una-nueva-era-de-mutantes_391881,eldeber
20/11/2024,"Policía busca el cuerpo de la quinta víctima de Pucamayu, pertenece al militar que enterraron vivo",Ernesto Almaraz Chura fue aprehendido tras ser identificado como uno de los autores intelectuales del crimen y ya fue enviado a la cárcel con detención por seis meses,https://eldeber.com.bo//policia-busca-el-cuerpo-de-la-quinta-victima-de-pucamayu-pertenece-al-militar-que-enterraron-vivo_391892,eldeber
20/11/2024,"Un ‘ejército’ de tejedoras busca cautivar a los cruceños en Paurito
","Las mujeres expondrán en la Feria Municipal Turística ""Saó, muestra de lo nuestro"" este domingo 24, de 10:00 a 20:00, en Paurito. Se apunta como una buena opción para disfrutar en familia  ",https://eldeber.com.bo/santa-cruz/un-ejercito-de-tejedoras-busca-cautivar-a-los-crucenos-en-paurito_391880,eldeber
20/11/2024,Van 252 casos de dengue registrados en lo que va del año en Santa Cruz,"Asimismo, informaron que se intensifican los trabajos para prevenir el dengue",https://eldeber.com.bo/santa-cruz/van-252-casos-de-dengue-registrados-en-lo-que-va-del-ano-en-santa-cruz_391879,eldeber
20/11/2024,Mujer grabada golpeando a un niño en una guardería era la administradora; está aprehendida,"El niño de cuatro años que sufrió maltrato, tiene cinco días de impedimento",https://eldeber.com.bo/santa-cruz/mujer-grabada-golpeando-a-un-nino-en-una-guarderia-era-la-administradora-esta-aprehendida_391878,eldeber
20/11/2024,El programa Pitukea Mi Negocio presenta a 15 emprendedoras,"15 emprendedoras del programa Pitukea Mi Negocio recibirán una transformación integral de marca y negocio, desarrollada junto a agencias publicitarias ",https://eldeber.com.bo/para-ellas/el-programa-pitukea-mi-negocio-presenta-a-15-emprendedoras_391821,eldeber
20/11/2024,Niños y jóvenes con diabetes reciben apoyo y atención de una fundación,Es una organización sin fines de lucro que se dedica a brindar apoyo integral a los niños y adolescentes con diabetes tipo 1 y a sus familias.,https://eldeber.com.bo/para-ellas/ninos-y-jovenes-con-diabetes-reciben-apoyo-y-atencion-de-una-fundacion_391868,eldeber
20/11/2024,Inquilino abusaba de una niña de 11 años y difundía videos pornográficos,El agresor fue aprehendido acusado de violar a una menor de edad y divulgar los videos de los abusos sexuales ,https://eldeber.com.bo/santa-cruz/inquilino-abusaba-de-una-nina-de-11-anos-y-difundia-videos-pornograficos_391877,eldeber
20/11/2024,Gobernación gana Acción Popular para proteger el derecho al agua y medio ambiente en Parque Nacional Amboró,"En INRA no podrá otorgar títulos en esta área protegida, además que todo asentamiento en el lugar está prohibido.",https://eldeber.com.bo/gobernacion/gobernacion-gana-accion-popular-para-proteger-el-derecho-al-agua-y-medio-ambiente-en-parque-nacional_391876,eldeber
20/11/2024,"“Bolivia necesita líderes con actitud, que impulsen cambios y contribuyan activamente al progreso del país""","El titular de la Cámara Nacional de Industrias, Pablo Camacho, repasa el presente y futuro del mercado labora. Enfatiza la necesidad de profesionales con actitud junto al reto de las universidades en la formación de líderes ",https://eldeber.com.bo/educacion-y-sociedad/bolivia-necesita-lideres-con-actitud-que-impulsen-cambios-y-contribuyan-activamente-al-progreso-del-_391831,eldeber
20/11/2024,"""Me secuestraron"": Héctor Arce denuncia que fue aprehendido de forma ilegal",El legislador del MAS aseguró que fue interceptado ilegalmente por dos funcionarios del Gobierno y un policía. Presentó una denuncia formal por privación de libertad.,https://eldeber.com.bo//me-secuestraron-hector-arce-denuncia-que-fue-aprehendido-de-forma-ilegal_391875,eldeber
20/11/2024,Miguel Terceros destaca como el tercer goleador de las Eliminatorias Sudamericanas,"El atacante de la selección boliviana anotó un tanto frente a Paraguay, el cuarto de su cuenta personal en la presente clasificatoria mundialista. Lionel Messi domina la estadística con seis goles.",https://eldeber.com.bo/futbol/miguel-terceros-destaca-como-el-tercer-goleador-de-las-eliminatorias-sudamericanas_391873,eldeber
20/11/2024,Meloni ofrece a Milei ayuda para la lucha contra el narcotráfico y la criminalidad,"Al final de su discurso, la mandataria italiana pronunció unas palabras en español: ""Italia y Argentina son naciones hermanas y aún tienen mucho camino por recorrer juntas"".",https://eldeber.com.bo/mundo/meloni-ofrece-a-milei-ayuda-para-la-lucha-contra-el-narcotrafico-y-la-criminalidad_391874,eldeber
20/11/2024,Realizan operativos en busca de tres atracadores que hirieron de bala a un librecambista,"La víctima se encuentra en terapia intensiva; recibió tres impactos de bala en su humanidad. El robo agravado se registró en la zona de Los Pozos, en el centro de la capital cruceña",https://eldeber.com.bo/santa-cruz/realizan-operativos-en-busca-de-tres-atracadores-que-hirieron-de-bala-a-un-librecambista_391871,eldeber
20/11/2024,Cada candidato presidencial de Ecuador estará blindado por al menos nueve policías,"En total serán 288 policías entrenados y capacitados específicamente para la seguridad y protección en la Escuela de la Esperanza, ubicada en la costera provincia de Manabí.",https://eldeber.com.bo/mundo/cada-candidato-presidencial-de-ecuador-estara-blindado-por-al-menos-nueve-policias_391872,eldeber
20/11/2024,Abogado de víctimas asesinadas en Pucamayu pide indagar el móvil del crimen,Creen que la venta ilegal de armas de fuego no es el trasfondo original del hecho ocurrido en la zona del Chapare en Cochabamba,https://eldeber.com.bo//abogado-de-victimas-asesinadas-en-pucamayu-pide-indagar-el-movil-del-crimen_391866,eldeber
20/11/2024,"Rolando Morales: ""El agro en Cochabamba está en terapia intensiva""","El sector agropecuario cochabambino necesitará hasta ocho meses para volver a la normalidad, después de perder $us 30 millones por los bloqueos. Algunas familias perdieron su patrimonio y el impacto social es mayor",https://eldeber.com.bo/economia/rolando-morales-el-agro-en-cochabamba-esta-en-terapia-intensiva_391870,eldeber
20/11/2024,Paro de transporte: la modalidad de las clases será determinada por cada director de unidad educativa,Los micreros anunciaron un paro de 48 a partir del jueves 21,https://eldeber.com.bo/santa-cruz/paro-de-transporte-la-modalidad-de-las-clases-sera-determinada-por-cada-director-de-unidad-educativa_391869,eldeber
20/11/2024,Héctor Arce es aprehendido y acusa al Gobierno de orquestar un 'secuestro',El diputado 'evista' del MAS acusa al ministro Édgar Montaño de estar detrás de su aprehensión ,https://eldeber.com.bo//hector-arce-es-aprehendido-y-acusa-al-gobierno-de-orquestar-un-secuestro_391867,eldeber
20/11/2024,Mercados: restringen la venta de carne de cerdo y pollo por paro de carniceros,"Las amas de casa que acudieron al mercado Abasto Minorista, se sorprendieron al ver los puestos de venta vacíos",https://eldeber.com.bo/economia/mercados-restringen-la-venta-de-carne-de-cerdo-y-pollo-por-paro-de-carniceros_391865,eldeber
20/11/2024,"Las Mentes Ociosas llegan a Santa cruz con un nuevo espectáculo de risas, música y ‘operíos’","El grupo de comedia cantada actuará mañana y el viernes 22 en Tapekua. El show promete viajes sonoros y evocaciones al pasado con bandas sonoras de los dibujos animados de antaño, así como Lady Gaga en ritmo de morenada.",https://eldeber.com.bo/escenas/las-mentes-ociosas-llegan-a-santa-cruz-con-un-nuevo-espectaculo-de-risas-musica-y-operios_391863,eldeber
20/11/2024,¿Subirán los pasajes? El Concejo Municipal revisa la propuesta del alcalde,"La propuesta de Jhonny Fernández plantea un incremento de Bs 2 a Bs 2,18 o Bs 2,37. Los concejales exigen un estudio técnico completo.",https://eldeber.com.bo/santa-cruz/subiran-los-pasajes-el-concejo-municipal-revisa-la-propuesta-del-alcalde_391864,eldeber
20/11/2024,Revolución Mexicana: en qué consistió y quiénes fueron los principales líderes,"El conflicto, que dejó más de un millón de muertos, tuvo como uno de sus frutos la Constitución de 1917, pionera en el reconocimiento de derechos sociales y laborales.",https://eldeber.com.bo/bbc/revolucion-mexicana-en-que-consistio-y-quienes-fueron-los-principales-lideres_391859,eldeber
20/11/2024,Por qué EE.UU. es el único país del mundo que se niega a ratificar la Convención de los Derechos del Niño,"A 35 años de su aprobación, el tratado de derechos humanos más ampliamente ratificado de la historia aún no ha sido sancionado por el Congreso de EE.UU.",https://eldeber.com.bo/bbc/por-que-eeuu-es-el-unico-pais-del-mundo-que-se-niega-a-ratificar-la-convencion-de-los-derechos_391857,eldeber
20/11/2024,"Ministro de Justicia apunta a Andrónico como autor  de 3 delitos por la ""pseudopromulgación"" de la Ley 075 sobre magistrados prorrogados",Siles calificó la normativa como un anteproyecto de ley ,https://eldeber.com.bo//ministro-de-justicia-apunta-a-andronico-como-autor-de-3-delitos-por-la-pseudopromulgacion-de-la-ley-_391862,eldeber
20/11/2024,"Tuto asegura que Bolivia tiene el riesgo país más alto de la región, porque el de Venezuela “está fuera de escala”",Cuestionó al Gobierno porque este miércoles se vence el plazo que se puso el Presidente Luis Arce para normalizar el suministro de combustibles y de productos de la canasta familiar,https://eldeber.com.bo/economia/tuto-asegura-que-bolivia-tiene-el-riesgo-pais-mas-alto-de-la-region-porque-el-de-venezuela-esta-fuer_391861,eldeber
20/11/2024,"Evo a organismos internacionales: ""El gobierno boliviano violó el derecho a la vida, integridad, seguridad, entre otros derechos de mi persona""",El exmandatario solicita la visita de estos organismos para corroborar los hechos ,https://eldeber.com.bo//evo-a-organismos-internacionales-el-gobierno-boliviano-violo-el-derecho-a-la-vida-integridad-segurid_391860,eldeber
20/11/2024,"Revolución mexicana: quién fue Adela Velarde, la mujer que dio nombre a las mujeres conocidas como “adelitas”","
                En la historia de Adela Velarde, que posiblemente inspiró el corrido más famoso de la revolución mexicana y dio nombre a las ""adelitas"", se entreteje la memoria y la leyenda.
            ",https://eldeber.com.bo/bbc/revolucion-mexicana-quien-fue-adela-velarde-la-mujer-que-dio-nombre-a-las-mujeres-conocidas_391858,eldeber
20/11/2024,¿Quién es el dueño del corazón de Juliana Barrientos?,La Miss Bolivia está enamorada y ya recibió anillo de compromiso en el Miss Universo,https://eldeber.com.bo/sociales/quien-es-el-dueno-del-corazon-de-juliana-barrientos_391854,eldeber
20/11/2024,Concejal Medrano denuncia intento de censura por parte del alcalde Jhonny Fernández,"El alcalde presentó una acción de protección de privacidad contra Medrano, quien calificó el hecho como un intento de blindarse ante denuncias.",https://eldeber.com.bo/santa-cruz/concejal-medrano-denuncia-intento-de-censura-por-parte-del-alcalde-jhonny-fernandez_391856,eldeber
20/11/2024,"Importadores de combustibles ya cuentan con la ventanilla única para trámites ante YPFB, ANH, Aduana y Sustancias Controladas","De acuerdo con YPFB, esta instancia brinda datos para agilizar y simplificar los trámites para la importación de combustibles destinados al consumo propio o la comercialización",https://eldeber.com.bo/economia/importadores-de-combustibles-ya-cuentan-con-la-ventanilla-unica-para-tramites-ante-ypfb-anh-aduana-y_391851,eldeber
20/11/2024,"""Blancanieves"": el live action más costoso en la historia de Disney","Bajo la dirección de Marc Webb, Disney busca renovar el icónico cuento mientras enfrenta el desafío de cumplir con las altas expectativas de los fanáticos",https://eldeber.com.bo/geeked/blancanieves-el-live-action-mas-costoso-en-la-historia-de-disney_391855,eldeber
20/11/2024,Ex integrantes de One Direction se reencuentran en el funeral de Liam Payne,Es la primera vez que los miembros de One Direction se reunieron desde que Malik dejó la banda en 2015.,https://eldeber.com.bo/sociales/ex-integrantes-de-one-direction-se-reencuentran-en-el-funeral-de-liam-payne_391853,eldeber
20/11/2024,Legisladores arcistas presentan acción de amparo contra los 'evistas',"La nueva directiva cameral interpuso el recurso para resguardar su seguridad física, argumentan",https://eldeber.com.bo//legisladores-arcistas-presentan-accion-de-amparo-contra-los-evistas_391850,eldeber
20/11/2024,La Miss Universo 2024 sufrió abuso sexual y su infancia transcurrió en un hogar rodeada de adictos,Se supo durante el concurso que había superado una situación de abuso sexual.,https://eldeber.com.bo/sociales/la-miss-universo-2024-sufrio-abuso-sexual-y-su-infancia-transcurrio-en-un-hogar-rodeada-de-adictos_391852,eldeber
20/11/2024,Indagan si hay más víctimas de maltrato en la guardería donde dos 'tías' fueron arrestadas,"Un niño de cuatro años sufrió violencia por parte de una trabajadora en una guardería privada, el hecho fue grabado",https://eldeber.com.bo/santa-cruz/indagan-si-hay-mas-victimas-de-maltrato-en-la-guarderia-donde-dos-tias-fueron-arrestadas_391838,eldeber
20/11/2024,Hija de Rodrigo De Paul conquista corazones en la previa del partido Argentina vs. Perú,"Francesca entró al campo de juego, donde estaba su papá. También aprovechó para jugar con Leandro Paredes.",https://eldeber.com.bo/sociales/hija-de-rodrigo-de-paul-conquista-corazones-en-la-previa-del-partido-argentina-vs-peru_391848,eldeber
20/11/2024,El príncipe Harry se tatúa el cuello ,"El Príncipe Harry se hace un sorprendente tatuaje, mientras promociona los Juegos Invictus",https://eldeber.com.bo/sociales/el-principe-harry-se-tatua-el-cuello_391849,eldeber
20/11/2024,Las Mitakuñá brillaron en su gran fiesta de casacas,La fiesta se realizó en Casa Grande con una masiva participación de comparsas que participaron de este evento que también fue solidario. ,https://eldeber.com.bo/sociales/las-mitakuna-brillaron-en-su-gran-fiesta-de-casacas_391820,eldeber
20/11/2024,"Para constitucionalistas la Ley 075, promulgada por Andrónico, 'nació muerta'","La normativa que cesa en sus funciones a los magistrados 'autoprorrogados', fue promulgada el martes por el presidente del Senado, Andrónico Rodríguez",https://eldeber.com.bo//para-constitucionalistas-la-ley-075-promulgada-por-andronico-nacio-muerta_391845,eldeber
20/11/2024,"Análisis de datos y aprendizaje automático, las ventajas del uso de la IA en el microlearning","El microlearning es una metodología educativa que consiste en encapsular o concentrar los contenidos de las lecciones, de tal manera que sea más fácil el acceso a los participantes o a los que acceden a este tipo de formación.",https://eldeber.com.bo/educacion-y-sociedad/analisis-de-datos-y-aprendizaje-automatico-las-ventajas-del-uso-de-la-ia-en-el-microlearning_391847,eldeber
20/11/2024,"Bolivia termina el año como 'subcampeón' del riesgo país en Latinoamérica, con 1.942 puntos, detrás de Venezuela ","No es la peor puntuación de riesgo país que Bolivia ha tenido a lo largo de 2024. En junio, luego del “golpe militar fallido” había llegado a 2.065 puntos y un mes después, en julio, escaló a los 2.102 puntos.",https://eldeber.com.bo/economia/bolivia-termina-el-ano-como-subcampeon-del-riesgo-pais-en-latinoamerica-con-1942-puntos-detras-de-ve_391846,eldeber
20/11/2024,Experto propone 5 medidas para salir de la crisis económica en Bolivia,"Jaime Dunn participó recientemente en la master class “Crisis económica en Bolivia: Desafíos y estrategias para el futuro”, organizada por la Universidad Franz Tamayo, Unifranz.",https://eldeber.com.bo/educacion-y-sociedad/experto-propone-5-medidas-para-salir-de-la-crisis-economica-en-bolivia_391844,eldeber
20/11/2024,"Los gobiernos locales, la clave para acelerar o facilitar la deportación masiva de Trump",Las organizaciones a favor de los derechos de los migrantes en diferentes estados del país ya se están preparando para enfrentar -y resistir -una segunda presidencia del republicano.,https://eldeber.com.bo/mundo/los-gobiernos-locales-la-clave-para-acelerar-o-facilitar-la-deportacion-masiva-de-trump_391842,eldeber
20/11/2024,"“Brillan a costa de nuestro trabajo y no pagan”, artistas protestan contra la Alcaldía por deuda de medio millón de bolivianos",Actores y gestores culturales denuncian que la Alcaldía no ha cumplido con los pagos desde marzo.,https://eldeber.com.bo/escenas/brillan-a-costa-de-nuestro-trabajo-y-no-pagan-artistas-protestan-contra-la-alcaldia-por-deuda-de-med_391843,eldeber
20/11/2024,'Dragon Ball' celebra su 40 aniversario rindiendo un nostálgico homenaje a su creador,"Publicado originalmente en la revista especializada 'Shōnen Jump' de la editorial japonesa Shūeisha entre el 20 de noviembre de 1984 y el 5 de junio de 1995, 'Dragon Ball' llegó a vender 160 millones de copias en Japón y 260 millones fuera del país en su versión impresa. ",https://eldeber.com.bo/geeked/dragon-ball-celebra-su-40-aniversario-rindiendo-un-nostalgico-homenaje-a-su-creador_391840,eldeber
20/11/2024,Expertos exponen logros y desafíos del saneamiento en Bolivia,"El pasado 19 de noviembre, conmemorando el Día Mundial del Saneamiento, la Unifranz en Cochabamba, fue el escenario del conversatorio ""Transformando Vidas: Innovación, Saneamiento e Higiene para un Futuro Sostenible"".",https://eldeber.com.bo/educacion-y-sociedad/expertos-exponen-logros-y-desafios-del-saneamiento-en-bolivia_391841,eldeber
20/11/2024,"Una revista musical hurga en la historia para recordar la Batalla de El Pari
","El profesor Héctor Molina Peña dirige el espectáculo este viernes 22, a las 20:00, en la Casa Municipal de la Cultura Raúl Otero Reiche. Apoya la Alcaldía cruceña ",https://eldeber.com.bo/santa-cruz/una-revista-musical-hurga-en-la-historia-para-recordar-la-batalla-de-el-pari_391839,eldeber
20/11/2024,Santa Cruz suma tres días sin atención en hospitales en esta semana,Las protestas por falta de pago dejan a la población sin servicios médicos. Exigen soluciones urgentes a la Alcaldía.,https://eldeber.com.bo/santa-cruz/santa-cruz-suma-tres-dias-sin-atencion-en-hospitales-en-esta-semana_391833,eldeber
20/11/2024,Sin juego fluido desde el medio fue difícil para la selección,Robson Matheus lució apagado y en el complemento Villamil no bastó para encender el fuego. Ramiro Vaca fue el mejor pero se agotó y Miguel Terceros participó poco,https://eldeber.com.bo/futbol/sin-juego-fluido-desde-el-medio-fue-dificil-para-la-seleccion_391837,eldeber
20/11/2024,La seguidilla del torneo Clausura arrancará este miércoles con tres encuentros,"Gualberto Villarroel - Aurora, Independiente - Blooming y FC Universitario - Oriente Petrolero son los partidos programados por la Dirección de Competiciones de la FBF.",https://eldeber.com.bo/futbol/la-seguidilla-del-torneo-clausura-arrancara-este-miercoles-con-tres-encuentros_391836,eldeber
20/11/2024,Cumbre del G20 cierra superada por la crisis climática y la amenaza nuclear,Los mandatarios de los 20 países más desarrollados suscribieron una Declaración Final con pocos avances en cuanto al clima.,https://eldeber.com.bo/dw/cumbre-del-g20-cierra-superada-por-la-crisis-climatica-y-la-amenaza-nuclear_391827,eldeber
20/11/2024,La selección cerró el 2024 con 10 puntos de 18 posibles en las Eliminatorias,"De los seis partidos que disputó por las clasificatorias mundialistas, logró tres triunfos y un empate. Hasta el momento, suma 13 unidades y se encuentra en el puesto de repechaje.",https://eldeber.com.bo/futbol/la-seleccion-cerro-el-2024-con-10-puntos-de-18-posibles-en-las-eliminatorias_391835,eldeber
20/11/2024,104 arrestos y más de 11 millones de falsificaciones incautadas en operación en Sudamérica,"Los países que participaron en la operación fueron Argentina, Brasil, Bolivia, Chile, Colombia, Ecuador, Guyana, Paraguay, Perú, Surinam, Uruguay y Venezuela",https://eldeber.com.bo/mundo/104-arrestos-y-mas-de-11-millones-de-falsificaciones-incautadas-en-operacion-en-sudamerica_391834,eldeber
20/11/2024,El gol de Terceros y la trifulca que terminó con dos expulsados (video),"Cuando la Verde marcó el 2-1 desde el punto penal, se generó una trifulca entre ambas selecciones que derivó en la expulsión del boliviano Adalid Terrazas y del paraguayo Diego Gómez.",https://eldeber.com.bo/futbol/el-gol-de-terceros-y-la-trifulca-que-termino-con-dos-expulsados-video_391832,eldeber
20/11/2024,"Pepe Mujica: ""Triunfo es levantarse y volver a empezar""",El expresidente de Uruguay José Mujica sigue recuperándose de la radioterapia a la que fue sometido y envió un nuevo mensaje a la juventud.,https://eldeber.com.bo/dw/pepe-mujica-triunfo-es-levantarse-y-volver-a-empezar_391826,eldeber
20/11/2024,La justicia de Perú emite una orden de captura contra el hermano de la presidenta Dina Boluarte ,"Nicanor Boluarte es investigado por supuesto tráfico de influencias, cohecho y por pertenecer a una organización criminal. ",https://eldeber.com.bo/bbc/la-justicia-de-peru-emite-una-orden-de-captura-contra-el-hermano-de-la-presidenta-dina-boluarte_391823,eldeber
20/11/2024,"El ""Mozart del código"": quién es el niño prodigio de 7 años al que una empresa rusa le ofreció empleo","Miles de personas siguen su canal de videos, en el que el pequeño de 7 años explica cómo programar.",https://eldeber.com.bo/bbc/el-mozart-del-codigo-quien-es-el-nino-prodigio-de-7-anos-al-que-una-empresa-rusa-le-ofrecio-empleo_391825,eldeber
20/11/2024,"""El milagro alemán se ha terminado y Europa sufrirá las consecuencias"": Kaput, el libro que explica la caída económica de Alemania","
                Alemania protagonizó un “milagro económico” después de la Segunda Guerra Mundial que duró décadas. Sin embargo, la mayor economía de Europa está en problemas. Entrevistamos a Wolfgang Münchau, autor del libro Kaput.
            ",https://eldeber.com.bo/bbc/el-milagro-aleman-se-ha-terminado-y-europa-sufrira-las-consecuencias-kaput-el-libro-que-explica_391822,eldeber
