ID_TARIFA,RAZON_SOCIAL,NOMBRE_COMERCIAL,DEPARTAMENTO,DESCRIPCION,COSTO_INSTALACION,TIPO_PAGO,OTROS_BENEFICIOS,NOMBRE_TARIFA_PLAN,ANCHO_BANDA_BAJADA,PRECIO_MENSUAL,ANCHO_BANDA_SUBIDA,DENOMINACION_TECNOLOGIA,PLAN_VIGENTE_COMERCIALIZACION
5930,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,400,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,ON LINE 10,10,3000,10,ON LINE,SI
5930,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,400,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,ON LINE 10,10,3000,10,ON LINE,SI
5930,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,400,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,ON LINE 10,10,3000,10,ON LINE,SI
5930,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,400,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,ON LINE 10,10,3000,10,ON LINE,SI
5930,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,400,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,ON LINE 10,10,3000,10,ON LINE,SI
5930,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Beni,,400,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,ON LINE 10,10,3000,10,ON LINE,SI
5930,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Pando,,400,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,ON LINE 10,10,3000,10,ON LINE,SI
5984,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,0,POSTPAGO,internet satelital,TELECENTRO TIPO B,0.256,1189,0,SATELITAL,NO
5984,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,0,POSTPAGO,internet satelital,TELECENTRO TIPO B,0.256,1189,0,SATELITAL,NO
5984,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,0,POSTPAGO,internet satelital,TELECENTRO TIPO B,0.256,1189,0,SATELITAL,NO
5984,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,0,POSTPAGO,internet satelital,TELECENTRO TIPO B,0.256,1189,0,SATELITAL,NO
5984,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,0,POSTPAGO,internet satelital,TELECENTRO TIPO B,0.256,1189,0,SATELITAL,NO
5984,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,0,POSTPAGO,internet satelital,TELECENTRO TIPO B,0.256,1189,0,SATELITAL,NO
5984,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,0,POSTPAGO,internet satelital,TELECENTRO TIPO B,0.256,1189,0,SATELITAL,NO
5984,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Beni,,0,POSTPAGO,internet satelital,TELECENTRO TIPO B,0.256,1189,0,SATELITAL,NO
5984,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Pando,,0,POSTPAGO,internet satelital,TELECENTRO TIPO B,0.256,1189,0,SATELITAL,NO
5985,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,0,POSTPAGO,Internet satelital,TELECENTRO TIPO C,0.512,1711,0,SATELITAL,NO
5985,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,0,POSTPAGO,Internet satelital,TELECENTRO TIPO C,0.512,1711,0,SATELITAL,NO
5985,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,0,POSTPAGO,Internet satelital,TELECENTRO TIPO C,0.512,1711,0,SATELITAL,NO
5985,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,0,POSTPAGO,Internet satelital,TELECENTRO TIPO C,0.512,1711,0,SATELITAL,NO
5985,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,0,POSTPAGO,Internet satelital,TELECENTRO TIPO C,0.512,1711,0,SATELITAL,NO
5985,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,0,POSTPAGO,Internet satelital,TELECENTRO TIPO C,0.512,1711,0,SATELITAL,NO
5985,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,0,POSTPAGO,Internet satelital,TELECENTRO TIPO C,0.512,1711,0,SATELITAL,NO
5985,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Beni,,0,POSTPAGO,Internet satelital,TELECENTRO TIPO C,0.512,1711,0,SATELITAL,NO
5985,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Pando,,0,POSTPAGO,Internet satelital,TELECENTRO TIPO C,0.512,1711,0,SATELITAL,NO
6196,DATALAN,DATALAN,La Paz,,150,PREPAGO,Servicio de internet de acceso fijo ,ESTUDIANTE,10,110,3,FIBRA,SI
6200,DATALAN,DATALAN,La Paz,,150,PREPAGO,Servicio de internet de acceso fijo ,WASKIRI,25,235,7.5,FIBRA,SI
6197,DATALAN,DATALAN,La Paz,,150,PREPAGO,Servicio de internet de acceso fijo ,PLAN HOGAR,20,200,6,FIBRA,SI
5521,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,La Paz,,1500,PREPAGO,Ninguno,PLAN INICIAL   10000 MBPS MES,4,298,1,SATELITAL,SI
5521,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Cochabamba,,1500,PREPAGO,Ninguno,PLAN INICIAL   10000 MBPS MES,4,298,1,SATELITAL,SI
5521,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Santa Cruz,,1500,PREPAGO,Ninguno,PLAN INICIAL   10000 MBPS MES,4,298,1,SATELITAL,SI
5521,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Oruro,,1500,PREPAGO,Ninguno,PLAN INICIAL   10000 MBPS MES,4,298,1,SATELITAL,SI
5521,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Tarija,,1500,PREPAGO,Ninguno,PLAN INICIAL   10000 MBPS MES,4,298,1,SATELITAL,SI
5521,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Potosi,,1500,PREPAGO,Ninguno,PLAN INICIAL   10000 MBPS MES,4,298,1,SATELITAL,SI
5521,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Chuquisaca,,1500,PREPAGO,Ninguno,PLAN INICIAL   10000 MBPS MES,4,298,1,SATELITAL,SI
5521,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Beni,,1500,PREPAGO,Ninguno,PLAN INICIAL   10000 MBPS MES,4,298,1,SATELITAL,SI
5521,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Pando,,1500,PREPAGO,Ninguno,PLAN INICIAL   10000 MBPS MES,4,298,1,SATELITAL,SI
5943,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,350,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,INTERNET CORPORATIVO 40  ,40,2240,40,GPON,SI
5943,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,350,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,INTERNET CORPORATIVO 40  ,40,2240,40,GPON,SI
5943,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,350,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,INTERNET CORPORATIVO 40  ,40,2240,40,GPON,SI
5943,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,350,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,INTERNET CORPORATIVO 40  ,40,2240,40,GPON,SI
5943,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,350,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,INTERNET CORPORATIVO 40  ,40,2240,40,GPON,SI
5943,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,350,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,INTERNET CORPORATIVO 40  ,40,2240,40,GPON,SI
5943,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,350,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,INTERNET CORPORATIVO 40  ,40,2240,40,GPON,SI
5943,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Beni,,350,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,INTERNET CORPORATIVO 40  ,40,2240,40,GPON,SI
5943,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Pando,,350,POSTPAGO,   Internet Fibra On Line     provee un servicio a traves de un enlace dedicado  simetrico  ,INTERNET CORPORATIVO 40  ,40,2240,40,GPON,SI
5522,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,La Paz,,1500,PREPAGO,Ninguno,PLAN MEDIO   25000 MBPS MES,6,568,1,SATELITAL,SI
5522,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Cochabamba,,1500,PREPAGO,Ninguno,PLAN MEDIO   25000 MBPS MES,6,568,1,SATELITAL,SI
5522,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Santa Cruz,,1500,PREPAGO,Ninguno,PLAN MEDIO   25000 MBPS MES,6,568,1,SATELITAL,SI
5522,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Oruro,,1500,PREPAGO,Ninguno,PLAN MEDIO   25000 MBPS MES,6,568,1,SATELITAL,SI
5522,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Tarija,,1500,PREPAGO,Ninguno,PLAN MEDIO   25000 MBPS MES,6,568,1,SATELITAL,SI
5522,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Potosi,,1500,PREPAGO,Ninguno,PLAN MEDIO   25000 MBPS MES,6,568,1,SATELITAL,SI
5522,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Chuquisaca,,1500,PREPAGO,Ninguno,PLAN MEDIO   25000 MBPS MES,6,568,1,SATELITAL,SI
5522,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Beni,,1500,PREPAGO,Ninguno,PLAN MEDIO   25000 MBPS MES,6,568,1,SATELITAL,SI
5522,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Pando,,1500,PREPAGO,Ninguno,PLAN MEDIO   25000 MBPS MES,6,568,1,SATELITAL,SI
5692,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 200,3,980,0,ADSL,NO
5692,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 200,3,980,0,ADSL,NO
5692,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 200,3,980,0,ADSL,NO
5692,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 200,3,980,0,ADSL,NO
5692,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 200,3,980,0,ADSL,NO
5692,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 200,3,980,0,ADSL,NO
5692,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 200,3,980,0,ADSL,NO
5692,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Beni,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 200,3,980,0,ADSL,NO
5692,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Pando,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 200,3,980,0,ADSL,NO
5947,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,350,POSTPAGO, El servicio  valido para empresas e instituciones Legamente establecidos  El servicio es sobre tecnologia GPON    ,INTERNET CORPORATIVO 200  ,200,8910,200,GPON,SI
5947,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,350,POSTPAGO, El servicio  valido para empresas e instituciones Legamente establecidos  El servicio es sobre tecnologia GPON    ,INTERNET CORPORATIVO 200  ,200,8910,200,GPON,SI
5947,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,350,POSTPAGO, El servicio  valido para empresas e instituciones Legamente establecidos  El servicio es sobre tecnologia GPON    ,INTERNET CORPORATIVO 200  ,200,8910,200,GPON,SI
5947,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,350,POSTPAGO, El servicio  valido para empresas e instituciones Legamente establecidos  El servicio es sobre tecnologia GPON    ,INTERNET CORPORATIVO 200  ,200,8910,200,GPON,SI
5947,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,350,POSTPAGO, El servicio  valido para empresas e instituciones Legamente establecidos  El servicio es sobre tecnologia GPON    ,INTERNET CORPORATIVO 200  ,200,8910,200,GPON,SI
5947,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,350,POSTPAGO, El servicio  valido para empresas e instituciones Legamente establecidos  El servicio es sobre tecnologia GPON    ,INTERNET CORPORATIVO 200  ,200,8910,200,GPON,SI
5947,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,350,POSTPAGO, El servicio  valido para empresas e instituciones Legamente establecidos  El servicio es sobre tecnologia GPON    ,INTERNET CORPORATIVO 200  ,200,8910,200,GPON,SI
5947,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Beni,,350,POSTPAGO, El servicio  valido para empresas e instituciones Legamente establecidos  El servicio es sobre tecnologia GPON    ,INTERNET CORPORATIVO 200  ,200,8910,200,GPON,SI
5947,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Pando,,350,POSTPAGO, El servicio  valido para empresas e instituciones Legamente establecidos  El servicio es sobre tecnologia GPON    ,INTERNET CORPORATIVO 200  ,200,8910,200,GPON,SI
6194,DATALAN,DATALAN,La Paz,,150,PREPAGO,Servicio de internet de acceso fijo ,APLICADO,15,160,4.5,FIBRA,SI
6198,DATALAN,DATALAN,La Paz,,150,PREPAGO,Servicio de internet de acceso fijo ,PLAN HOGAR PLUS,30,270,9,FIBRA,SI
5523,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,La Paz,,1500,PREPAGO,Ninguno,PLAN AVANZADO   45000 MBPS MES,8,828,1,SATELITAL,SI
5523,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Cochabamba,,1500,PREPAGO,Ninguno,PLAN AVANZADO   45000 MBPS MES,8,828,1,SATELITAL,SI
5523,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Santa Cruz,,1500,PREPAGO,Ninguno,PLAN AVANZADO   45000 MBPS MES,8,828,1,SATELITAL,SI
5523,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Oruro,,1500,PREPAGO,Ninguno,PLAN AVANZADO   45000 MBPS MES,8,828,1,SATELITAL,SI
5523,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Tarija,,1500,PREPAGO,Ninguno,PLAN AVANZADO   45000 MBPS MES,8,828,1,SATELITAL,SI
5523,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Potosi,,1500,PREPAGO,Ninguno,PLAN AVANZADO   45000 MBPS MES,8,828,1,SATELITAL,SI
5523,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Chuquisaca,,1500,PREPAGO,Ninguno,PLAN AVANZADO   45000 MBPS MES,8,828,1,SATELITAL,SI
5523,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Beni,,1500,PREPAGO,Ninguno,PLAN AVANZADO   45000 MBPS MES,8,828,1,SATELITAL,SI
5523,AGENCIA BOLIVIANA ESPACIAL,AGENCIA BOLIVIANA ESPACIAL,Pando,,1500,PREPAGO,Ninguno,PLAN AVANZADO   45000 MBPS MES,8,828,1,SATELITAL,SI
5693,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 300,4,1300,0,ADSL,NO
5693,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 300,4,1300,0,ADSL,NO
5693,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 300,4,1300,0,ADSL,NO
5693,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 300,4,1300,0,ADSL,NO
5693,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,0,POSTPAGO,servicio de internet sobre ADSL por cobre,BAE 300,4,1300,0,ADSL,NO
