fecha,titulo,sumario,enlace,fuente
01/12/2024,"Crece la presión y protestas por la crisis económica, ven que urge un cambio de modelo ","Sectores productivos y la ciudadanía en Santa Cruz, La Paz y Oruro cerraron noviembre con protestas contra el Gobierno de Luis Arce, retornan los cabildos y empiezan a dar plazos al Ejecutivo para que solucione la crisis económica.",https://eldeber.com.bo//crece-la-presion-y-protestas-por-la-crisis-economica-ven-que-urge-un-cambio-de-modelo_393839,eldeber
01/12/2024,Verstappen ganó el Gran Premio de Qatar y firmó su novena victoria de la temporada,"El piloto neerlandés, de Red Bull, fue el más rápido en la penúltima fecha del Campeonato Mundial de Fórmula 1, que se disputó en el circuito de Lusail",https://eldeber.com.bo/motor/verstappen-gano-el-gran-premio-de-qatar-y-firmo-su-novena-victoria-de-la-temporada_393845,eldeber
01/12/2024,El Liverpool superó (2-0) al Manchester City y se afianza en la cima de la Premier League,"El partido correspondió a la jornada número trece y se disputó en el estadio Anfield, de la ciudad de Liverpool, ante unos 62.000 espectadores",https://eldeber.com.bo/futbol/el-liverpool-supero-2-0-al-manchester-city-y-se-afianza-en-la-cima-de-la-premier-league_393844,eldeber
01/12/2024,El Real Madrid venció (2-0) al Getafe y amenaza el liderato del Barcelona,El encuentro correspondiente a la decimoquinta jornada de LaLiga se disputó en el estadio Santiago Bernabéu ante 74.3410 espectadores,https://eldeber.com.bo/futbol/el-real-madrid-vencio-2-0-al-getafe-y-amenaza-el-liderato-del-barcelona_393842,eldeber
01/12/2024,Deslizamientos cortan el tránsito en la carretera a Cochabamba ,"Hasta el momento,12 comunidades han sido afectadas por las lluvias en siete departamentos",https://eldeber.com.bo//deslizamientos-cortan-el-transito-en-la-carretera-a-cochabamba_393840,eldeber
01/12/2024,Policía recupera el predio Santa Rita y deja un contingente para evitar nuevos avasallamientos y buscar a los cabecillas,El viceministro Aguilera indicó que un contingente policial se quedará de manera permanente en Santa Rita para sentar la “presencia del Estado” ,https://eldeber.com.bo/santa-cruz/policia-recupera-el-predio-santa-rita-y-deja-un-contingente-para-evitar-nuevos-avasallamientos-y-bus_393838,eldeber
01/12/2024,"'El ladrón de perros', el filme sobre un limpiabotas que representa a Bolivia en los Goya","Estrenada este año en Tribeca, la cinta se desarrolla en La Paz y cuenta la historia de Martín, un huérfano que trabaja como 'lustra', como se llama a los limpiabotas en Bolivia, y que un día decide robar el perro de su mejor cliente",https://eldeber.com.bo/gente/el-ladron-de-perros-el-filme-sobre-un-limpiabotas-que-representa-a-bolivia-en-los-goya_393837,eldeber
01/12/2024,"Jhonny sobre el paro de micreros: “Si no prestan el servicio por tres días consecutivos, se le suspende la autorización para operar""",Los transportistas determinaron un paro indefinido desde el lunes,https://eldeber.com.bo/santa-cruz/jhonny-sobre-el-paro-de-micreros-si-no-prestan-el-servicio-por-tres-dias-consecutivos-se-le-suspende_393833,eldeber
01/12/2024,14 policías heridos en el avasallamiento a Santa Rita fueron evacuados a la capital cruceña,"Pese a las agresiones que sufrieron, los policías lograron recuperar un camión y un tractor del predio avasallado ",https://eldeber.com.bo/santa-cruz/14-policias-heridos-en-el-avasallamiento-a-santa-rita-fueron-evacuados-a-la-capital-crucena_393835,eldeber
01/12/2024,María René Pomacusi rompe el silencio sobre las especulaciones de su vida privada,La reconocida influencer compartió un comunicado en sus redes sociales para abordar las constantes preguntas que le realizan,https://eldeber.com.bo/sociales/maria-rene-pomacusi-rompe-el-silencio-sobre-las-especulaciones-de-su-vida-privada_393832,eldeber
01/12/2024,"Ya no hay incendios, pero es importante prevenirlos desde ahora, recomiendan los expertos",Dos especialistas en el combate en icendios se reunieron con personal técnico de la Gobernación de Santa Cruz para compartir información clave para enfrentar estos desastres. Bolivia perdió en 2024 más de 10 millones de hectáreas de bosques y pastizales.,https://eldeber.com.bo//ya-no-hay-incendios-pero-es-importante-prevenirlos-desde-ahora-recomiendan-los-expertos_393834,eldeber
01/12/2024,TEDx Unifranz 2024: Un llamado a los jóvenes a asumir el reto de transformar el mundo,"Con historias de éxito, ideas disruptivas y propuestas audaces, seis referentes de la músi-ca, periodismo, gastronomía, robótica, fotografía y diseño, hicieron un llamado a los jóve-nes a transformar sus realidades y asumir el reto de inspirar a otros a cambiar sus vidas en el #TEDxUnifranz2024.  ",https://eldeber.com.bo/te-puede-interesar/tedx-unifranz-2024-un-llamado-a-los-jovenes-a-asumir-el-reto-de-transformar-el-mundo_393830,eldeber
01/12/2024,Donald Trump elige a Kash Patel para dirigir el FBI,El gobernante utilizó su red Truth Social para anunciar la designación de Kash Patel en el FBI y la de Chad Chronister para la DEA.,https://eldeber.com.bo/dw/donald-trump-elige-a-kash-patel-para-dirigir-el-fbi_393831,eldeber
01/12/2024,"
Caleb Everett, el lingüista estadounidense que creció con los indígenas brasileños y explica por qué nuestra lengua determina cómo pensamos","
                Aunque vivimos en el mismo mundo y tenemos experiencias similares, muchos conceptos básicos no son universales y los hablantes de diferentes lenguas ven y piensan sobre el mundo de manera diferente, según el lingüista Caleb Everett.
            ",https://eldeber.com.bo/bbc/caleb-everett-el-linguista-estadounidense-que-crecio-con-los-indigenas-brasilenos-y-explica-por-que-_393829,eldeber
01/12/2024,"Marco Antelo celebra la llegada de su segundo hijo, Sebastián Antelo Angus","El bebé se adelantó, pero tanto él como Anabel Angus están en buen estado de salud",https://eldeber.com.bo/sociales/marco-antelo-celebra-la-llegada-de-su-segundo-hijo-sebastian-antelo-angus_393828,eldeber
01/12/2024,Cesa la lluvia y se reactiva la limpieza del lodo en Bajo Llojeta; en Chuquisaca también hubo susto,"La lluvia del sábado provocó la crecida del río Pasajahuira, que inundó nuevamente la zona.  Y al menos tres viviendas de la comunidad San Luis (Chuquisaca) permanecen semienterradas por la mazamorra ",https://eldeber.com.bo//cesa-la-lluvia-y-se-reactiva-la-limpieza-del-lodo-en-bajo-llojeta-en-chuquisaca-tambien-hubo-susto_393827,eldeber
01/12/2024,"Tiendas 3B lanza una contagiosa campaña musical junto a Fabio Zambrana, resaltando el talento creativo boliviano","El reconocido artista boliviano se suma a la marca para presentar una campaña comercial contagiosa con un jingle que destaca los valores de tiendas 3B “Bueno, Bonito y Barato” ",https://eldeber.com.bo/te-puede-interesar/tiendas-3b-lanza-una-contagiosa-campana-musical-junto-a-fabio-zambrana-resaltando-el-talento-creativ_393796,eldeber
01/12/2024,"VIVA marca un hito al ser la primera operadora
de Bolivia que se une al GSMA Open Gateway","El GSMA Open Gateway facilita la colaboración entre operadores de telecomunicaciones y sectores como banca, tecnología y salud, ofreciendo mayor agilidad y confianza para instituciones y usuarios",https://eldeber.com.bo/te-puede-interesar/viva-marca-un-hito-al-ser-la-primera-operadora-de-bolivia-que-se-une-al-gsma-open-gateway_393795,eldeber
01/12/2024,"Dismac presenta su campaña navideña “La magia de la variedad”, donde garantizan los precios más bajos y la mayor variedad ","Diciembre ya está aquí, trayendo consigo la calidez, los sueños y la emoción de un mes que une a la familia. En este último capítulo del año, Dismac invita a todos los hogares bolivianos a vivir “La Magia de la Variedad”, una campaña pensada en cumplir con las diferentes necesidades",https://eldeber.com.bo/te-puede-interesar/dismac-presenta-su-campana-navidena-la-magia-de-la-variedad-donde-garantizan-los-precios-mas-bajos-y_393798,eldeber
01/12/2024,OutlED revolucionará el acceso a ofertas en el país,El diseño de la web outled.bo y la selección de promociones están pensados para maximizar la experiencia del consumidor ,https://eldeber.com.bo/santa-cruz/outled-revolucionara-el-acceso-a-ofertas-en-el-pais_393724,eldeber
01/12/2024,Conoce los siete materiales electorales imprescindibles para el funcionamiento correcto de una mesa de sufragio en las elecciones Judiciales 2024,"Para las Elecciones Judiciales 2024 fueron convocados 7.333.933millones de bolivianas y bolivianos, para elegir a las cinco magistraturas titulares y cinco suplentes para el Tribunal Agroambiental",https://eldeber.com.bo/oep/conoce-los-siete-materiales-electorales-imprescindibles-para-el-funcionamiento-correcto-de-una-mesa-_393800,eldeber
01/12/2024,Policía fue desalojada por 200 avasalladores,"El viernes fue enviado un contingente de uniformados que no pudo revertir la toma ilegal de la propiedad Santa Rita, de 6.000 hectáreas.",https://eldeber.com.bo//policia-fue-desalojada-por-200-avasalladores_393807,eldeber
01/12/2024,"Empresas bolivianas desafían la crisis, crecen y buscan mercados externos","Desde la economía circular y sustitución de importaciones hasta la exportación de alimentos y superalimentos, estas empresas fortalecen la economía en tiempos difíciles",https://eldeber.com.bo/economia/empresas-bolivianas-desafian-la-crisis-crecen-y-buscan-mercados-externos_393813,eldeber
01/12/2024,Alfiles de Evo que fueron enviados al servicio exterior ahora apoyan a Luis Arce,"Fueron ministros, viceministros, legisladores y dirigentes que enarbolaron las banderas del evismo; ahora son diplomáticos de Arce. Firmaron su apoyo al actual mandatario. El líder cocalero cuestionó la labor de funcionarios “conversos”.",https://eldeber.com.bo//alfiles-de-evo-que-fueron-enviados-al-servicio-exterior-ahora-apoyan-a-luis-arce_393806,eldeber
01/12/2024,Ingresar un micro en una línea de transporte urbano cuesta hasta $us100.000,"Los choferes denuncian que gran parte de los costos operativos recaen sobre los conductores, que deben entregar a los propietarios rentas fijas diarias que van entre Bs 400 y Bs 1.000. También pagan multas por retrasos y otros cobros",https://eldeber.com.bo/santa-cruz/ingresar-un-micro-en-una-linea-de-transporte-urbano-cuesta-hasta-us100000_393809,eldeber
01/12/2024,El VIH crece en adolescentes y jóvenes de 15 a 24 años que no perciben el riesgo,Santa Cruz tiene el 42% de los casos acumulados del país. El 68% de las personas detectadas tiene entre 20 y 39 años. Muchos jóvenes no logran identificar las situaciones de peligro,https://eldeber.com.bo/santa-cruz/el-vih-crece-en-adolescentes-y-jovenes-de-15-a-24-anos-que-no-perciben-el-riesgo_393810,eldeber
01/12/2024,Juan Carlos Salaues: “Esta grave situación económica del país afecta a los ahorristas en dólares”,"El economista renunció a la vicepresidencia del directorio del BMSC, financiera en la que trabajó por más de 40 años. En esta entrevista exclusiva analiza la situación del sistema financiero y adelanta sus planes empresariales ",https://eldeber.com.bo/economia/juan-carlos-salaues-esta-grave-situacion-economica-del-pais-afecta-a-los-ahorristas-en-dolares_393757,eldeber
01/12/2024,El juicio por las ‘Ambulancias fantasmas’ aún no se instala pese a seis intentos fallidos,"De acuerdo con asambleístas de Potosí, se trata del caso de mayor corrupción suscitada en la región. El principal acusado es el gobernador ‘evista’ Jhonny Mamani y otros imputados. El caso derivó de una investigación de EL DEBER",https://eldeber.com.bo//el-juicio-por-las-ambulancias-fantasmas-aun-no-se-instala-pese-a-seis-intentos-fallidos_393808,eldeber
01/12/2024,"PGE 2025, otra joya de la mamocracia y Papa Noel",.,https://eldeber.com.bo/opinion/pge-2025-otra-joya-de-la-mamocracia-y-papa-noel_393817,eldeber
01/12/2024,"Crisis, cuando el negacionismo hace aguas",.,https://eldeber.com.bo/opinion/crisis-cuando-el-negacionismo-hace-aguas_393822,eldeber
01/12/2024,Escalofriante déjà vu,.,https://eldeber.com.bo/opinion/escalofriante-deja-vu_393821,eldeber
01/12/2024,Fiebre de encuestas,.,https://eldeber.com.bo/opinion/fiebre-de-encuestas_393815,eldeber
01/12/2024,"Derechos del niño/a, hoy, una deuda pendiente",.,https://eldeber.com.bo/opinion/derechos-del-ninoa-hoy-una-deuda-pendiente_393818,eldeber
01/12/2024,35 años de la Convención sobre los Derechos del Niño,.,https://eldeber.com.bo/opinion/35-anos-de-la-convencion-sobre-los-derechos-del-nino_393820,eldeber
01/12/2024,Transformar la educación o ser irrelevantes,.,https://eldeber.com.bo/opinion/transformar-la-educacion-o-ser-irrelevantes_393819,eldeber
01/12/2024,Cara a cara,.,https://eldeber.com.bo/opinion/cara-a-cara_393816,eldeber
01/12/2024,Carta a un amigo uruguayo,.,https://eldeber.com.bo/opinion/carta-a-un-amigo-uruguayo_393823,eldeber
01/12/2024,Venezuela doce años después,.,https://eldeber.com.bo/opinion/venezuela-doce-anos-despues_393824,eldeber
01/12/2024,El final de la disputa por el control de la sigla,.,https://eldeber.com.bo/opinion/el-final-de-la-disputa-por-el-control-de-la-sigla_393825,eldeber
01/12/2024,"El TCP, noviembre de 2019 y el cinismo del MAS",.,https://eldeber.com.bo/opinion/el-tcp-noviembre-de-2019-y-el-cinismo-del-mas_393826,eldeber
01/12/2024,Alcalde Arias invita a la Inmobiliaria Kantutani a una reunión de coordinación este domingo,La empresa alista un plan de mitigación ,https://eldeber.com.bo//alcalde-arias-invita-a-la-inmobiliaria-kantutani-a-una-reunion-de-coordinacion-este-domingo_393814,eldeber
01/12/2024,Justicia ordena 120 días de detención para la acompañante del fiscal que sufrió una caída,La joven fue imputada por los delitos de lesiones gravísimas y homicidio en grado de tentativa,https://eldeber.com.bo/santa-cruz/justicia-ordena-120-dias-de-detencion-para-la-acompanante-del-fiscal-que-sufrio-una-caida_393812,eldeber
01/12/2024,Aurora no tuvo piedad de Real Santa Cruz y le propinó una paliza de 7-1,El equipo del pueblo venció de local en el estadio Félix Capriles de Cochabamba y pelea por uno de los cupos para la Copa Libertadores 2025. Los albos peligran con descender,https://eldeber.com.bo/futbol/aurora-no-tuvo-piedad-de-real-santa-cruz-y-le-propino-una-paliza-de-7-1_393811,eldeber
01/12/2024,María Vargas dio a Bolivia sus dos primeros oros en los Juegos Bolivarianos del Bicentenario,"La deportista nacional se colgó las dos preseas doradas en muay thai en la jornada de este sábado, en los juegos que se llevan a cabo en Ayacucho, Perú",https://eldeber.com.bo/multideportivo/maria-vargas-dio-a-bolivia-sus-dos-primeros-oros-en-los-juegos-bolivarianos-del-bicentenario_393805,eldeber
01/12/2024,"Desborde del río Pasajahuira inunda nuevamente a Bajo Llojeta, en La Paz",El agua venció los defensivos que habían improvisado en el lugar y la maquinaria pesada fue sobrepasada por el caudal y fuerza del río,https://eldeber.com.bo//desborde-del-rio-pasajahuira-inunda-nuevamente-a-bajo-llojeta-en-la-paz_393804,eldeber
01/12/2024,"Luiz Henrique, delantero de Botafogo: ""debemos seguir centrados, porque hay más""",Marcó un gol clave en la final de la Copa Libertadores y su aporte fue valioso para que su equipo consiga su primer título en este torneo,https://eldeber.com.bo/futbol/luiz-henrique-delantero-de-botafogo-debemos-seguir-centrados-porque-hay-mas_393803,eldeber
02/12/2024,Gobierno defiende mecanismos del PGE 2025 para combatir la especulación y el agio,En esta jornada dos sectores se pronunciaron contra la normativa.,https://eldeber.com.bo/economia/gobierno-defiende-mecanismos-del-pge-2025-para-combatir-la-especulacion-y-el-agio_393963,eldeber
02/12/2024,"Real Tomayapo se quedó sin entrenador, se marchó Pablo Rubinich","El club tarijeño informó de manera oficial que DT argentino decidió dejar el cargo, luego de la derrota (0-1) de local contra Wilstermann, por la fecha 24 del Clausura",https://eldeber.com.bo/real-tomayapo/real-tomayapo-se-quedo-sin-entrenador-se-marcho-pablo-rubinich_393964,eldeber
02/12/2024,Arcismo se toma su tiempo para aprobar PGE 2025 en comisiones; sesionará el miércoles ,Quedan 3 semanas para que el parlamento declare nuevo receso de fin de año. Con Asamblea o sin ella el PGE entrará en vigencia el 1 de enero de 2025,https://eldeber.com.bo//arcismo-se-toma-su-tiempo-para-aprobar-pge-2025-en-comisiones-sesionara-el-miercoles_393961,eldeber
02/12/2024,Aprehenden al alcalde de Achocalla por la mazamorra y muerte de una menor en La Paz,"El viceministro de Seguridad Ciudadana informó que son cuatro aprehendidos, tres funcionarios de la empresa Kantutani y el edil Manuel Condori  ",https://eldeber.com.bo//aprehenden-al-alcalde-de-achocalla-por-la-mazamorra-y-muerte-de-una-menor-en-la-paz_393960,eldeber
02/12/2024,Así está la tabla acumulada de la División Profesional,Bolívar sigue a la cabeza de las posiciones. Real Santa Cruz es último y peligra con perder la categoría. Royal Pari también continúa comprometido con el indirecto,https://eldeber.com.bo/futbol/asi-esta-la-tabla-acumulada-de-la-division-profesional_393959,eldeber
02/12/2024,Alcaldía advierte con revocar la autorización a los micreros si mantienen el paro indefinido ,"Asimismo, indicaron que ya se realizó la notificación con acciones  sancionatorias a 90 líneas por diferentes contravenciones ",https://eldeber.com.bo/santa-cruz/alcaldia-advierte-con-revocar-la-autorizacion-a-los-micreros-si-mantienen-el-paro-indefinido_393958,eldeber
02/12/2024,Las esperanzas de ascenso de Totora Real Oruro ahora están depositadas en el indirecto,"El subcampeón de la Copa Simón Bolívar no pudo obtener el boleto para jugar en la División Profesional, pero le queda una última carta ",https://eldeber.com.bo/futbol/las-esperanzas-de-ascenso-de-totora-real-oruro-ahora-estan-depositadas-en-el-indirecto_393954,eldeber
02/12/2024,El periodismo de calidad gana espacio con la alianza entre EL DEBER y Connectas  ,"Estados Unidos celebra la solidaridad con el 'Giving Tuesday', un movimiento que promueve la solidaridad. Connectas hace un llamado para respaldar el #PeriodismoDeValor! y une sus fuerzas con EL DEBER para realizar nuevas investigaciones periodísticas",https://eldeber.com.bo/mundo/el-periodismo-de-calidad-gana-espacio-con-la-alianza-entre-el-deber-y-connectas_393949,eldeber
02/12/2024,Guabirá cayó (1-3) en casa ante Always Ready y se complicó la vida,El equipo azucarero es antepenúltimo en la tabla acumulada y estaba obligado a ganar para respira más tranquilo. El partido se disputó en el estadio Gilberto Parada de Montero,https://eldeber.com.bo/futbol/guabira-cayo-1-3-en-casa-ante-always-ready-y-se-complico-la-vida_393948,eldeber
02/12/2024,Defensoría del Pueblo insta a la Alcaldía y al Concejo atender las demandas de los transportistas ,Los micreros acatan un paro indefinido desde este lunes  2 de diciembre,https://eldeber.com.bo/santa-cruz/defensoria-del-pueblo-insta-a-la-alcaldia-y-al-concejo-atender-las-demandas-de-los-transportistas_393951,eldeber
02/12/2024,Gobierno dice que existe suficiente aceite para cubrir demanda interna,"Para este año la demanda nacional es de 88.936 toneladas y hasta el 15 de noviembre se ha abastecido al mercado interno con 75.992 toneladas, por lo tanto, sólo faltaría 12.944 toneladas para completarlo.",https://eldeber.com.bo/economia/gobierno-dice-que-existe-suficiente-aceite-para-cubrir-demanda-interna_393943,eldeber
02/12/2024,Policía busca a recluso que escapó de la carceleta de Portachuelo ,Las unidades especiales de la Policía realizan rastrillajes en la zona norte del departamento. Una de las medidas es controlaras las trancas o retenes en las carreteras principales,https://eldeber.com.bo/santa-cruz/policia-busca-a-recluso-que-escapo-de-la-carceleta-de-portachuelo_393946,eldeber
02/12/2024,Al menos 56 muertos por enfrentamientos en un partido de fútbol en Guinea-Conakri,"Además, hubo varios heridos en las estampidas. Todo ocurrió en la ciudad de Nzérékoré, la segunda de mayor importancia de ese país africano",https://eldeber.com.bo/fuera-de-juego/al-menos-56-muertos-por-enfrentamientos-en-un-partido-de-futbol-en-guinea-conakri_393944,eldeber
02/12/2024,"Pese al paro de transporte, la última semana del calendario escolar será normal","Las autoridades piden un esfuerzo a los maestros y estudiantes para asistir a las unidades educativas, ya que se trata de la última semana de evaluaciones. El viernes 6 de diciembre culmina el calendario escolar.",https://eldeber.com.bo/santa-cruz/pese-al-paro-de-transporte-la-ultima-semana-del-calendario-escolar-sera-normal_393942,eldeber
02/12/2024,Golfista cochabambino Montaño terminó primero en el Ranking Sudamericano Amateur,"Por segunda temporada seguida el país dominó en esta clasificación. El deportista nacional fue distinguido en Argentina, durante la Copa Los Andes",https://eldeber.com.bo/multideportivo/golfista-cochabambino-montano-termino-primero-en-el-ranking-sudamericano-amateur_393941,eldeber
02/12/2024,"A los 77 años, Andrés Lladó destaca como tiktoker ",El actor está vigente en la famosa plataforma Tik Tok,https://eldeber.com.bo/gente/a-los-77-anos-andres-llado-destaca-como-tiktoker_393939,eldeber
02/12/2024,El enigma de Darth Plagueis en The Acolyte: Manny Jacinto habla sobre la serie cancelada,"Según el actor, había planes para explorar más a fondo al personaje en una segunda e incluso tercera temporada de The Acolyte",https://eldeber.com.bo/geeked/el-enigma-de-darth-plagueis-en-the-acolyte-manny-jacinto-habla-sobre-la-serie-cancelada_393940,eldeber
02/12/2024,El TSE aprueba estatutos del MNR y lo habilita para elecciones del 2025,"Los comicios nacionales se desarrollarán en agosto de 2025 y los partidos deben actualizar sus estatutos, así como sus directivas. Los rosados ahora proyectan alianzas.",https://eldeber.com.bo//el-tse-aprueba-estatutos-del-mnr-y-lo-habilita-para-elecciones-del-2025_393936,eldeber
02/12/2024,¿Quiere aprender de criptomonedas con expertos internacionales? habrá conferencia en Fexpocruz,"La Criptoconferencia será el viernes en el salón Guarayos y reunirá a destacados referentes de la industria blockchain y cripto para educar y fomentar el desarrollo de este ecosistema en Bolivia. Las entradas son gratis, pero debe registrarse antes en su web",https://eldeber.com.bo/economia/quiere-aprender-de-criptomonedas-con-expertos-internacionales-habra-conferencia-en-fexpocruz_393938,eldeber
02/12/2024,Personaliza tu PS5 con temas nostálgicos de PSOne a PS4 por tiempo limitado,"Este tributo nostálgico modifica la pantalla de inicio y los menús, evocando los diseños característicos de las icónicas consolas",https://eldeber.com.bo/geeked/personaliza-tu-ps5-con-temas-nostalgicos-de-psone-a-ps4-por-tiempo-limitado_393937,eldeber
02/12/2024,"Fiscalía venezolana reitera que 28 personas fueron ""asesinadas"" por grupos de la oposición","Tras las presidenciales, se desataron protestas masivas contra el resultado oficial que dio la reelección a Nicolás Maduro, una victoria que la mayor coalición opositora, Plataforma Unitaria Democrática (PUD), considera fraudulenta.",https://eldeber.com.bo/mundo/fiscalia-venezolana-reitera-que-28-personas-fueron-asesinadas-por-grupos-de-la-oposicion_393935,eldeber
02/12/2024,Erwin Sánchez demandó a Oriente Petrolero por más de 800 mil dólares,"El documento presentado por Sánchez detalla que, a pesar de los resultados obtenidos por el club durante su gestión, incluyendo clasificaciones a torneos internacionales, la presidencia del club no cumplió con sus obligaciones contractuales.
",https://eldeber.com.bo/fuera-de-juego/erwin-sanchez-demando-a-oriente-petrolero-por-mas-de-800-mil-dolares_393934,eldeber
02/12/2024,Una caravana migrante sale del sur de México pese a las declaraciones de Trump y Sheinbaum,"En el éxodo también hay colombianos, haitianos, cubanos y centroamericanos, y de regiones más distantes como Medio Oriente.",https://eldeber.com.bo/mundo/una-caravana-migrante-sale-del-sur-de-mexico-pese-a-las-declaraciones-de-trump-y-sheinbaum_393932,eldeber
02/12/2024,La Guerra de los Rohirrim: el experimento animado que redefine la Tierra Media,"Detrás del proyecto, que llegará a los cines del país este jueves 5 de diciembre, están grandes nombres como Philippa Boyens, Fran Walsh y Peter Jackson, pilares fundamentales de la trilogía original",https://eldeber.com.bo/geeked/la-guerra-de-los-rohirrim-el-experimento-animado-que-redefine-la-tierra-media_393933,eldeber
02/12/2024,Volkswagen: los factores detrás de la profunda crisis de la icónica marca alemana de automóviles,"
                Volkswagen, que tiene 5 plantas en México, sufre por la pérdida de beneficios y de ventas en todo el mundo. El plan de ahorro propuesto a los sindicatos en Alemania ha desencadenado paros  en un momento de inestabilidad politica en el país.
            ",https://eldeber.com.bo/bbc/volkswagen-los-factores-detras-de-la-profunda-crisis-de-la-iconica-marca-alemana-de-automoviles_393931,eldeber
02/12/2024,PGE 2025: Industriales piden eliminar artículo sobre confiscación y decomiso de productos a empresas,La Cámara Nacional de Industrias (CNI) señaló que la mencionada disposición constituirá un incentivo al contrabando y las actividades informales.,https://eldeber.com.bo/economia/pge-2025-industriales-piden-eliminar-articulo-sobre-confiscacion-y-decomiso-de-productos-a-empresas_393930,eldeber
02/12/2024,La 'Fiore' confirma la mejoría de Bove,"La Fiorentina confirmó este lunes la mejoría de su jugador Edoardo Bove, que cayó desplomado sin conocimiento este domingo en el partido ante el Inter de Milán, entrando en parada cardiorrespiratoria.
",https://eldeber.com.bo/fuera-de-juego/la-fiore-confirma-la-mejoria-de-bove_393929,eldeber
02/12/2024,Botafogo festeja en Río de Janeiro su primera Copa Libertadores,La copa pasó de mano en mano sobre un camión sin techo que precedió el desfile triunfal de los seguidores del club albinegro.,https://eldeber.com.bo/futbol/botafogo-festeja-en-rio-de-janeiro-su-primera-copa-libertadores_393927,eldeber
02/12/2024,"Lluvias: Gobierno informa de 300 familias afectadas, y evalúa la reconstrucción de 117 viviendas","Suman 13 municipios afectados por las lluvias. Entre ellos están La Paz y Villa Tunari, de Cochabamba, que sufrieron deslizamientos y mazamorras que afectaron a viviendas y causaron el deceso de personas.",https://eldeber.com.bo//lluvias-gobierno-informa-de-300-familias-afectadas-y-evalua-la-reconstruccion-de-117-viviendas_393928,eldeber
